"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"12/05/2024 11:30 - 12/05/2024 11:45","Spain (ES)","20828.00","21160.00"
"12/05/2024 11:45 - 12/05/2024 12:00","Spain (ES)","20716.00","21141.00"
"12/05/2024 12:00 - 12/05/2024 12:15","Spain (ES)","20784.00","21081.00"
"12/05/2024 12:15 - 12/05/2024 12:30","Spain (ES)","20712.00","21108.00"
"12/05/2024 12:30 - 12/05/2024 12:45","Spain (ES)","20640.00","21171.00"
"12/05/2024 12:45 - 12/05/2024 13:00","Spain (ES)","20680.00","21251.00"
"12/05/2024 13:00 - 12/05/2024 13:15","Spain (ES)","20752.00","21396.00"
"12/05/2024 13:15 - 12/05/2024 13:30","Spain (ES)","20824.00","21448.00"
"12/05/2024 13:30 - 12/05/2024 13:45","Spain (ES)","20980.00","21453.00"
"12/05/2024 13:45 - 12/05/2024 14:00","Spain (ES)","21056.00","21403.00"
"12/05/2024 14:00 - 12/05/2024 14:15","Spain (ES)","21036.00","21421.00"
"12/05/2024 14:15 - 12/05/2024 14:30","Spain (ES)","21096.00","21242.00"
"12/05/2024 14:30 - 12/05/2024 14:45","Spain (ES)","20904.00","20998.00"
"12/05/2024 14:45 - 12/05/2024 15:00","Spain (ES)","20552.00","20715.00"
"12/05/2024 15:00 - 12/05/2024 15:15","Spain (ES)","20280.00","20348.00"
"12/05/2024 15:15 - 12/05/2024 15:30","Spain (ES)","20016.00","20096.00"
"12/05/2024 15:30 - 12/05/2024 15:45","Spain (ES)","19720.00","19906.00"
"12/05/2024 15:45 - 12/05/2024 16:00","Spain (ES)","19584.00","19791.00"
"12/05/2024 16:00 - 12/05/2024 16:15","Spain (ES)","19456.00","19590.00"
"12/05/2024 16:15 - 12/05/2024 16:30","Spain (ES)","19328.00","19640.00"
"12/05/2024 16:30 - 12/05/2024 16:45","Spain (ES)","19196.00","19775.00"
"12/05/2024 16:45 - 12/05/2024 17:00","Spain (ES)","19308.00","19976.00"
"12/05/2024 17:00 - 12/05/2024 17:15","Spain (ES)","19272.00","20204.00"
"12/05/2024 17:15 - 12/05/2024 17:30","Spain (ES)","20060.00","20461.00"
"12/05/2024 17:30 - 12/05/2024 17:45","Spain (ES)","20072.00","20712.00"
"12/05/2024 17:45 - 12/05/2024 18:00","Spain (ES)","20388.00","20961.00"
"12/05/2024 18:00 - 12/05/2024 18:15","Spain (ES)","20452.00","21195.00"
"12/05/2024 18:15 - 12/05/2024 18:30","Spain (ES)","21200.00","21462.00"
"12/05/2024 18:30 - 12/05/2024 18:45","Spain (ES)","21384.00","21747.00"
"12/05/2024 18:45 - 12/05/2024 19:00","Spain (ES)","21644.00","22047.00"
"12/05/2024 19:00 - 12/05/2024 19:15","Spain (ES)","22020.00","22353.00"
"12/05/2024 19:15 - 12/05/2024 19:30","Spain (ES)","22260.00","22665.00"
"12/05/2024 19:30 - 12/05/2024 19:45","Spain (ES)","22276.00","22978.00"
"12/05/2024 19:45 - 12/05/2024 20:00","Spain (ES)","22556.00","23307.00"
"12/05/2024 20:00 - 12/05/2024 20:15","Spain (ES)","22992.00","23590.00"
"12/05/2024 20:15 - 12/05/2024 20:30","Spain (ES)","23396.00","24010.00"
"12/05/2024 20:30 - 12/05/2024 20:45","Spain (ES)","23732.00","24490.00"
"12/05/2024 20:45 - 12/05/2024 21:00","Spain (ES)","24168.00","24972.00"
"12/05/2024 21:00 - 12/05/2024 21:15","Spain (ES)","24396.00","25711.00"
"12/05/2024 21:15 - 12/05/2024 21:30","Spain (ES)","25040.00","25987.00"
"12/05/2024 21:30 - 12/05/2024 21:45","Spain (ES)","25716.00","26065.00"
"12/05/2024 21:45 - 12/05/2024 22:00","Spain (ES)","26124.00","25959.00"
"12/05/2024 22:00 - 12/05/2024 22:15","Spain (ES)","26240.00","25913.00"
"12/05/2024 22:15 - 12/05/2024 22:30","Spain (ES)","25752.00","25538.00"
"12/05/2024 22:30 - 12/05/2024 22:45","Spain (ES)","25512.00","25079.00"
"12/05/2024 22:45 - 12/05/2024 23:00","Spain (ES)","25028.00","24576.00"
"12/05/2024 23:00 - 12/05/2024 23:15","Spain (ES)","24652.00","24001.00"
"12/05/2024 23:15 - 12/05/2024 23:30","Spain (ES)","23936.00","23526.00"
"12/05/2024 23:30 - 12/05/2024 23:45","Spain (ES)","23472.00","23112.00"
"12/05/2024 23:45 - 13/05/2024 00:00","Spain (ES)","23008.00","22751.00"
"13/05/2024 00:00 - 13/05/2024 00:15","Spain (ES)","22476.00","22361.00"
"13/05/2024 00:15 - 13/05/2024 00:30","Spain (ES)","22148.00","22010.00"
"13/05/2024 00:30 - 13/05/2024 00:45","Spain (ES)","22052.00","21675.00"
"13/05/2024 00:45 - 13/05/2024 01:00","Spain (ES)","21548.00","21358.00"
"13/05/2024 01:00 - 13/05/2024 01:15","Spain (ES)","21220.00","21016.00"
"13/05/2024 01:15 - 13/05/2024 01:30","Spain (ES)","20824.00","20748.00"
"13/05/2024 01:30 - 13/05/2024 01:45","Spain (ES)","20744.00","20510.00"
"13/05/2024 01:45 - 13/05/2024 02:00","Spain (ES)","20488.00","20304.00"
"13/05/2024 02:00 - 13/05/2024 02:15","Spain (ES)","20216.00","20068.00"
"13/05/2024 02:15 - 13/05/2024 02:30","Spain (ES)","20008.00","19925.00"
"13/05/2024 02:30 - 13/05/2024 02:45","Spain (ES)","19828.00","19815.00"
"13/05/2024 02:45 - 13/05/2024 03:00","Spain (ES)","19828.00","19735.00"
"13/05/2024 03:00 - 13/05/2024 03:15","Spain (ES)","19568.00","19638.00"
"13/05/2024 03:15 - 13/05/2024 03:30","Spain (ES)","19700.00","19606.00"
"13/05/2024 03:30 - 13/05/2024 03:45","Spain (ES)","19460.00","19594.00"
"13/05/2024 03:45 - 13/05/2024 04:00","Spain (ES)","19448.00","19599.00"
"13/05/2024 04:00 - 13/05/2024 04:15","Spain (ES)","19412.00","19581.00"
"13/05/2024 04:15 - 13/05/2024 04:30","Spain (ES)","19484.00","19611.00"
"13/05/2024 04:30 - 13/05/2024 04:45","Spain (ES)","19532.00","19657.00"
"13/05/2024 04:45 - 13/05/2024 05:00","Spain (ES)","19468.00","19755.00"
"13/05/2024 05:00 - 13/05/2024 05:15","Spain (ES)","19528.00","19672.00"
"13/05/2024 05:15 - 13/05/2024 05:30","Spain (ES)","19820.00","20003.00"
"13/05/2024 05:30 - 13/05/2024 05:45","Spain (ES)","20216.00","20501.00"
"13/05/2024 05:45 - 13/05/2024 06:00","Spain (ES)","20348.00","21134.00"
"13/05/2024 06:00 - 13/05/2024 06:15","Spain (ES)","20760.00","21850.00"
"13/05/2024 06:15 - 13/05/2024 06:30","Spain (ES)","21880.00","22614.00"
"13/05/2024 06:30 - 13/05/2024 06:45","Spain (ES)","22772.00","23377.00"
"13/05/2024 06:45 - 13/05/2024 07:00","Spain (ES)","23356.00","24109.00"
"13/05/2024 07:00 - 13/05/2024 07:15","Spain (ES)","23788.00","25003.00"
"13/05/2024 07:15 - 13/05/2024 07:30","Spain (ES)","24596.00","25602.00"
"13/05/2024 07:30 - 13/05/2024 07:45","Spain (ES)","25364.00","26098.00"
"13/05/2024 07:45 - 13/05/2024 08:00","Spain (ES)","25944.00","26492.00"
"13/05/2024 08:00 - 13/05/2024 08:15","Spain (ES)","26180.00","26967.00"
"13/05/2024 08:15 - 13/05/2024 08:30","Spain (ES)","26628.00","27181.00"
"13/05/2024 08:30 - 13/05/2024 08:45","Spain (ES)","27196.00","27316.00"
"13/05/2024 08:45 - 13/05/2024 09:00","Spain (ES)","27236.00","27384.00"
"13/05/2024 09:00 - 13/05/2024 09:15","Spain (ES)","27080.00","27467.00"
"13/05/2024 09:15 - 13/05/2024 09:30","Spain (ES)","27096.00","27446.00"
"13/05/2024 09:30 - 13/05/2024 09:45","Spain (ES)","27256.00","27398.00"
"13/05/2024 09:45 - 13/05/2024 10:00","Spain (ES)","27212.00","27329.00"
"13/05/2024 10:00 - 13/05/2024 10:15","Spain (ES)","27292.00","27271.00"
"13/05/2024 10:15 - 13/05/2024 10:30","Spain (ES)","26932.00","27165.00"
"13/05/2024 10:30 - 13/05/2024 10:45","Spain (ES)","26832.00","27045.00"
"13/05/2024 10:45 - 13/05/2024 11:00","Spain (ES)","26868.00","26917.00"
"13/05/2024 11:00 - 13/05/2024 11:15","Spain (ES)","26836.00","26767.00"
"13/05/2024 11:15 - 13/05/2024 11:30","Spain (ES)","26796.00","26648.00"
"13/05/2024 11:30 - 13/05/2024 11:45","Spain (ES)","26712.00","26546.00"
"13/05/2024 11:45 - 13/05/2024 12:00","Spain (ES)","26760.00","26466.00"
"13/05/2024 12:00 - 13/05/2024 12:15","Spain (ES)","26668.00","26354.00"
"13/05/2024 12:15 - 13/05/2024 12:30","Spain (ES)","26556.00","26331.00"
"13/05/2024 12:30 - 13/05/2024 12:45","Spain (ES)","26516.00","26340.00"
"13/05/2024 12:45 - 13/05/2024 13:00","Spain (ES)","26520.00","26366.00"
"13/05/2024 13:00 - 13/05/2024 13:15","Spain (ES)","26728.00","26445.00"
"13/05/2024 13:15 - 13/05/2024 13:30","Spain (ES)","26636.00","26443.00"
"13/05/2024 13:30 - 13/05/2024 13:45","Spain (ES)","26768.00","26400.00"
"13/05/2024 13:45 - 13/05/2024 14:00","Spain (ES)","26812.00","26319.00"
"13/05/2024 14:00 - 13/05/2024 14:15","Spain (ES)","26816.00","26255.00"
"13/05/2024 14:15 - 13/05/2024 14:30","Spain (ES)","26572.00","26113.00"
"13/05/2024 14:30 - 13/05/2024 14:45","Spain (ES)","26440.00","25950.00"
"13/05/2024 14:45 - 13/05/2024 15:00","Spain (ES)","26376.00","25775.00"
"13/05/2024 15:00 - 13/05/2024 15:15","Spain (ES)","26144.00","25569.00"
"13/05/2024 15:15 - 13/05/2024 15:30","Spain (ES)","26184.00","25401.00"
"13/05/2024 15:30 - 13/05/2024 15:45","Spain (ES)","26108.00","25254.00"
"13/05/2024 15:45 - 13/05/2024 16:00","Spain (ES)","25808.00","25149.00"
"13/05/2024 16:00 - 13/05/2024 16:15","Spain (ES)","25856.00","24936.00"
"13/05/2024 16:15 - 13/05/2024 16:30","Spain (ES)","25952.00","24985.00"
"13/05/2024 16:30 - 13/05/2024 16:45","Spain (ES)","26092.00","25134.00"
"13/05/2024 16:45 - 13/05/2024 17:00","Spain (ES)","26192.00","25350.00"
"13/05/2024 17:00 - 13/05/2024 17:15","Spain (ES)","26432.00","25648.00"
"13/05/2024 17:15 - 13/05/2024 17:30","Spain (ES)","26792.00","25866.00"
"13/05/2024 17:30 - 13/05/2024 17:45","Spain (ES)","26760.00","26030.00"
"13/05/2024 17:45 - 13/05/2024 18:00","Spain (ES)","26816.00","26158.00"
"13/05/2024 18:00 - 13/05/2024 18:15","Spain (ES)","27048.00","26227.00"
"13/05/2024 18:15 - 13/05/2024 18:30","Spain (ES)","27016.00","26372.00"
"13/05/2024 18:30 - 13/05/2024 18:45","Spain (ES)","27112.00","26561.00"
"13/05/2024 18:45 - 13/05/2024 19:00","Spain (ES)","27352.00","26783.00"
"13/05/2024 19:00 - 13/05/2024 19:15","Spain (ES)","27692.00","27031.00"
"13/05/2024 19:15 - 13/05/2024 19:30","Spain (ES)","27948.00","27262.00"
"13/05/2024 19:30 - 13/05/2024 19:45","Spain (ES)","28004.00","27477.00"
"13/05/2024 19:45 - 13/05/2024 20:00","Spain (ES)","28272.00","27699.00"
"13/05/2024 20:00 - 13/05/2024 20:15","Spain (ES)","28644.00","27845.00"
"13/05/2024 20:15 - 13/05/2024 20:30","Spain (ES)","28932.00","28178.00"
"13/05/2024 20:30 - 13/05/2024 20:45","Spain (ES)","29052.00","28591.00"
"13/05/2024 20:45 - 13/05/2024 21:00","Spain (ES)","29344.00","29001.00"
"13/05/2024 21:00 - 13/05/2024 21:15","Spain (ES)","29676.00","29780.00"
"13/05/2024 21:15 - 13/05/2024 21:30","Spain (ES)","29980.00","29862.00"
"13/05/2024 21:30 - 13/05/2024 21:45","Spain (ES)","30376.00","29644.00"
"13/05/2024 21:45 - 13/05/2024 22:00","Spain (ES)","30120.00","29181.00"
"13/05/2024 22:00 - 13/05/2024 22:15","Spain (ES)","29820.00","28678.00"
"13/05/2024 22:15 - 13/05/2024 22:30","Spain (ES)","29024.00","27973.00"
"13/05/2024 22:30 - 13/05/2024 22:45","Spain (ES)","28492.00","27265.00"
"13/05/2024 22:45 - 13/05/2024 23:00","Spain (ES)","27828.00","26585.00"
"13/05/2024 23:00 - 13/05/2024 23:15","Spain (ES)","27076.00","25841.00"
"13/05/2024 23:15 - 13/05/2024 23:30","Spain (ES)","26304.00","25275.00"
"13/05/2024 23:30 - 13/05/2024 23:45","Spain (ES)","25684.00","24786.00"
"13/05/2024 23:45 - 14/05/2024 00:00","Spain (ES)","25176.00","24365.00"
"14/05/2024 00:00 - 14/05/2024 00:15","Spain (ES)","24732.00","23906.00"
"14/05/2024 00:15 - 14/05/2024 00:30","Spain (ES)","24624.00","23556.00"
"14/05/2024 00:30 - 14/05/2024 00:45","Spain (ES)","24280.00","23253.00"
"14/05/2024 00:45 - 14/05/2024 01:00","Spain (ES)","24004.00","22986.00"
"14/05/2024 01:00 - 14/05/2024 01:15","Spain (ES)","23604.00","22725.00"
"14/05/2024 01:15 - 14/05/2024 01:30","Spain (ES)","23244.00","22496.00"
"14/05/2024 01:30 - 14/05/2024 01:45","Spain (ES)","23136.00","22271.00"
"14/05/2024 01:45 - 14/05/2024 02:00","Spain (ES)","22900.00","22057.00"
"14/05/2024 02:00 - 14/05/2024 02:15","Spain (ES)","22420.00","21809.00"
"14/05/2024 02:15 - 14/05/2024 02:30","Spain (ES)","22244.00","21639.00"
"14/05/2024 02:30 - 14/05/2024 02:45","Spain (ES)","22120.00","21500.00"
"14/05/2024 02:45 - 14/05/2024 03:00","Spain (ES)","21888.00","21394.00"
"14/05/2024 03:00 - 14/05/2024 03:15","Spain (ES)","21728.00","21264.00"
"14/05/2024 03:15 - 14/05/2024 03:30","Spain (ES)","21840.00","21219.00"
"14/05/2024 03:30 - 14/05/2024 03:45","Spain (ES)","21764.00","21199.00"
"14/05/2024 03:45 - 14/05/2024 04:00","Spain (ES)","21724.00","21200.00"
"14/05/2024 04:00 - 14/05/2024 04:15","Spain (ES)","21552.00","21192.00"
"14/05/2024 04:15 - 14/05/2024 04:30","Spain (ES)","21516.00","21211.00"
"14/05/2024 04:30 - 14/05/2024 04:45","Spain (ES)","21440.00","21235.00"
"14/05/2024 04:45 - 14/05/2024 05:00","Spain (ES)","21472.00","21300.00"
"14/05/2024 05:00 - 14/05/2024 05:15","Spain (ES)","21560.00","21194.00"
"14/05/2024 05:15 - 14/05/2024 05:30","Spain (ES)","21736.00","21465.00"
"14/05/2024 05:30 - 14/05/2024 05:45","Spain (ES)","21780.00","21890.00"
"14/05/2024 05:45 - 14/05/2024 06:00","Spain (ES)","22052.00","22438.00"
"14/05/2024 06:00 - 14/05/2024 06:15","Spain (ES)","22376.00","23057.00"
"14/05/2024 06:15 - 14/05/2024 06:30","Spain (ES)","23272.00","23716.00"
"14/05/2024 06:30 - 14/05/2024 06:45","Spain (ES)","23928.00","24368.00"
"14/05/2024 06:45 - 14/05/2024 07:00","Spain (ES)","24608.00","24993.00"
"14/05/2024 07:00 - 14/05/2024 07:15","Spain (ES)","25024.00","25734.00"
"14/05/2024 07:15 - 14/05/2024 07:30","Spain (ES)","25796.00","26262.00"
"14/05/2024 07:30 - 14/05/2024 07:45","Spain (ES)","26388.00","26716.00"
"14/05/2024 07:45 - 14/05/2024 08:00","Spain (ES)","26832.00","27087.00"
"14/05/2024 08:00 - 14/05/2024 08:15","Spain (ES)","27164.00","27572.00"
"14/05/2024 08:15 - 14/05/2024 08:30","Spain (ES)","27660.00","27751.00"
"14/05/2024 08:30 - 14/05/2024 08:45","Spain (ES)","28204.00","27825.00"
"14/05/2024 08:45 - 14/05/2024 09:00","Spain (ES)","28236.00","27815.00"
"14/05/2024 09:00 - 14/05/2024 09:15","Spain (ES)","28216.00","27793.00"
"14/05/2024 09:15 - 14/05/2024 09:30","Spain (ES)","28420.00","27698.00"
"14/05/2024 09:30 - 14/05/2024 09:45","Spain (ES)","28328.00","27597.00"
"14/05/2024 09:45 - 14/05/2024 10:00","Spain (ES)","28468.00","27489.00"
"14/05/2024 10:00 - 14/05/2024 10:15","Spain (ES)","28412.00","27400.00"
"14/05/2024 10:15 - 14/05/2024 10:30","Spain (ES)","28168.00","27266.00"
"14/05/2024 10:30 - 14/05/2024 10:45","Spain (ES)","28016.00","27116.00"
"14/05/2024 10:45 - 14/05/2024 11:00","Spain (ES)","28160.00","26958.00"
"14/05/2024 11:00 - 14/05/2024 11:15","Spain (ES)","28256.00","26760.00"
"14/05/2024 11:15 - 14/05/2024 11:30","Spain (ES)","27800.00","26631.00"
"14/05/2024 11:30 - 14/05/2024 11:45","Spain (ES)","27608.00","26533.00"
"14/05/2024 11:45 - 14/05/2024 12:00","Spain (ES)","27604.00","26471.00"
"14/05/2024 12:00 - 14/05/2024 12:15","Spain (ES)","27620.00","26376.00"
"14/05/2024 12:15 - 14/05/2024 12:30","Spain (ES)","27656.00","26393.00"
"14/05/2024 12:30 - 14/05/2024 12:45","Spain (ES)","27756.00","26447.00"
"14/05/2024 12:45 - 14/05/2024 13:00","Spain (ES)","27596.00","26515.00"
"14/05/2024 13:00 - 14/05/2024 13:15","Spain (ES)","27596.00","26668.00"
"14/05/2024 13:15 - 14/05/2024 13:30","Spain (ES)","27588.00","26673.00"
"14/05/2024 13:30 - 14/05/2024 13:45","Spain (ES)","27452.00","26610.00"
"14/05/2024 13:45 - 14/05/2024 14:00","Spain (ES)","27344.00","26491.00"
"14/05/2024 14:00 - 14/05/2024 14:15","Spain (ES)","27260.00","26353.00"
"14/05/2024 14:15 - 14/05/2024 14:30","Spain (ES)","27040.00","26188.00"
"14/05/2024 14:30 - 14/05/2024 14:45","Spain (ES)","26856.00","26030.00"
"14/05/2024 14:45 - 14/05/2024 15:00","Spain (ES)","26448.00","25885.00"
"14/05/2024 15:00 - 14/05/2024 15:15","Spain (ES)","26160.00","25705.00"
"14/05/2024 15:15 - 14/05/2024 15:30","Spain (ES)","25880.00","25604.00"
"14/05/2024 15:30 - 14/05/2024 15:45","Spain (ES)","25568.00","25532.00"
"14/05/2024 15:45 - 14/05/2024 16:00","Spain (ES)","25484.00","25500.00"
"14/05/2024 16:00 - 14/05/2024 16:15","Spain (ES)","25348.00","25402.00"
"14/05/2024 16:15 - 14/05/2024 16:30","Spain (ES)","25372.00","25482.00"
"14/05/2024 16:30 - 14/05/2024 16:45","Spain (ES)","25316.00","25628.00"
"14/05/2024 16:45 - 14/05/2024 17:00","Spain (ES)","25336.00","25813.00"
"14/05/2024 17:00 - 14/05/2024 17:15","Spain (ES)","25380.00","26064.00"
"14/05/2024 17:15 - 14/05/2024 17:30","Spain (ES)","25576.00","26234.00"
"14/05/2024 17:30 - 14/05/2024 17:45","Spain (ES)","25908.00","26358.00"
"14/05/2024 17:45 - 14/05/2024 18:00","Spain (ES)","26160.00","26459.00"
"14/05/2024 18:00 - 14/05/2024 18:15","Spain (ES)","26172.00","26480.00"
"14/05/2024 18:15 - 14/05/2024 18:30","Spain (ES)","26364.00","26628.00"
"14/05/2024 18:30 - 14/05/2024 18:45","Spain (ES)","26476.00","26839.00"
"14/05/2024 18:45 - 14/05/2024 19:00","Spain (ES)","26632.00","27097.00"
"14/05/2024 19:00 - 14/05/2024 19:15","Spain (ES)","26852.00","27390.00"
"14/05/2024 19:15 - 14/05/2024 19:30","Spain (ES)","27308.00","27672.00"
"14/05/2024 19:30 - 14/05/2024 19:45","Spain (ES)","27576.00","27937.00"
"14/05/2024 19:45 - 14/05/2024 20:00","Spain (ES)","27748.00","28200.00"
"14/05/2024 20:00 - 14/05/2024 20:15","Spain (ES)","28064.00","28427.00"
"14/05/2024 20:15 - 14/05/2024 20:30","Spain (ES)","28540.00","28752.00"
"14/05/2024 20:30 - 14/05/2024 20:45","Spain (ES)","28744.00","29122.00"
"14/05/2024 20:45 - 14/05/2024 21:00","Spain (ES)","28976.00","29466.00"
"14/05/2024 21:00 - 14/05/2024 21:15","Spain (ES)","29272.00","30142.00"
"14/05/2024 21:15 - 14/05/2024 21:30","Spain (ES)","29524.00","30159.00"
"14/05/2024 21:30 - 14/05/2024 21:45","Spain (ES)","29820.00","29900.00"
"14/05/2024 21:45 - 14/05/2024 22:00","Spain (ES)","29992.00","29419.00"
"14/05/2024 22:00 - 14/05/2024 22:15","Spain (ES)","29560.00","28887.00"
"14/05/2024 22:15 - 14/05/2024 22:30","Spain (ES)","28720.00","28208.00"
"14/05/2024 22:30 - 14/05/2024 22:45","Spain (ES)","28180.00","27541.00"
"14/05/2024 22:45 - 14/05/2024 23:00","Spain (ES)","27472.00","26903.00"
"14/05/2024 23:00 - 14/05/2024 23:15","Spain (ES)","26720.00","26245.00"
"14/05/2024 23:15 - 14/05/2024 23:30","Spain (ES)","26108.00","25678.00"
"14/05/2024 23:30 - 14/05/2024 23:45","Spain (ES)","25324.00","25151.00"
"14/05/2024 23:45 - 15/05/2024 00:00","Spain (ES)","25068.00","24668.00"
"15/05/2024 00:00 - 15/05/2024 00:15","Spain (ES)","24604.00","24451.00"
"15/05/2024 00:15 - 15/05/2024 00:30","Spain (ES)","24568.00","24124.00"
"15/05/2024 00:30 - 15/05/2024 00:45","Spain (ES)","24320.00","23807.00"
"15/05/2024 00:45 - 15/05/2024 01:00","Spain (ES)","23936.00","23500.00"
"15/05/2024 01:00 - 15/05/2024 01:15","Spain (ES)","23580.00","23180.00"
"15/05/2024 01:15 - 15/05/2024 01:30","Spain (ES)","23060.00","22903.00"
"15/05/2024 01:30 - 15/05/2024 01:45","Spain (ES)","22952.00","22644.00"
"15/05/2024 01:45 - 15/05/2024 02:00","Spain (ES)","22564.00","22407.00"
"15/05/2024 02:00 - 15/05/2024 02:15","Spain (ES)","22452.00","22138.00"
"15/05/2024 02:15 - 15/05/2024 02:30","Spain (ES)","22144.00","21960.00"
"15/05/2024 02:30 - 15/05/2024 02:45","Spain (ES)","21820.00","21816.00"
"15/05/2024 02:45 - 15/05/2024 03:00","Spain (ES)","21804.00","21703.00"
"15/05/2024 03:00 - 15/05/2024 03:15","Spain (ES)","21704.00","21580.00"
"15/05/2024 03:15 - 15/05/2024 03:30","Spain (ES)","21608.00","21512.00"
"15/05/2024 03:30 - 15/05/2024 03:45","Spain (ES)","21468.00","21459.00"
"15/05/2024 03:45 - 15/05/2024 04:00","Spain (ES)","21512.00","21420.00"
"15/05/2024 04:00 - 15/05/2024 04:15","Spain (ES)","21368.00","21358.00"
"15/05/2024 04:15 - 15/05/2024 04:30","Spain (ES)","21344.00","21345.00"
"15/05/2024 04:30 - 15/05/2024 04:45","Spain (ES)","21216.00","21348.00"
"15/05/2024 04:45 - 15/05/2024 05:00","Spain (ES)","21232.00","21395.00"
"15/05/2024 05:00 - 15/05/2024 05:15","Spain (ES)","21176.00","21303.00"
"15/05/2024 05:15 - 15/05/2024 05:30","Spain (ES)","21556.00","21528.00"
"15/05/2024 05:30 - 15/05/2024 05:45","Spain (ES)","21588.00","21879.00"
"15/05/2024 05:45 - 15/05/2024 06:00","Spain (ES)","21872.00","22334.00"
"15/05/2024 06:00 - 15/05/2024 06:15","Spain (ES)","22112.00","22829.00"
"15/05/2024 06:15 - 15/05/2024 06:30","Spain (ES)","22980.00","23394.00"
"15/05/2024 06:30 - 15/05/2024 06:45","Spain (ES)","23476.00","23967.00"
"15/05/2024 06:45 - 15/05/2024 07:00","Spain (ES)","24084.00","24524.00"
"15/05/2024 07:00 - 15/05/2024 07:15","Spain (ES)","24472.00","25198.00"
"15/05/2024 07:15 - 15/05/2024 07:30","Spain (ES)","25168.00","25660.00"
"15/05/2024 07:30 - 15/05/2024 07:45","Spain (ES)","25648.00","26042.00"
"15/05/2024 07:45 - 15/05/2024 08:00","Spain (ES)","26256.00","26348.00"
"15/05/2024 08:00 - 15/05/2024 08:15","Spain (ES)","26512.00","26710.00"
"15/05/2024 08:15 - 15/05/2024 08:30","Spain (ES)","26660.00","26886.00"
"15/05/2024 08:30 - 15/05/2024 08:45","Spain (ES)","27216.00","27007.00"
"15/05/2024 08:45 - 15/05/2024 09:00","Spain (ES)","27284.00","27075.00"
"15/05/2024 09:00 - 15/05/2024 09:15","Spain (ES)","27464.00","27182.00"
"15/05/2024 09:15 - 15/05/2024 09:30","Spain (ES)","27364.00","27155.00"
"15/05/2024 09:30 - 15/05/2024 09:45","Spain (ES)","27536.00","27085.00"
"15/05/2024 09:45 - 15/05/2024 10:00","Spain (ES)","27676.00","26984.00"
"15/05/2024 10:00 - 15/05/2024 10:15","Spain (ES)","27684.00","26874.00"
"15/05/2024 10:15 - 15/05/2024 10:30","Spain (ES)","27360.00","26740.00"
"15/05/2024 10:30 - 15/05/2024 10:45","Spain (ES)","27348.00","26605.00"
"15/05/2024 10:45 - 15/05/2024 11:00","Spain (ES)","27512.00","26477.00"
"15/05/2024 11:00 - 15/05/2024 11:15","Spain (ES)","27488.00","26323.00"
"15/05/2024 11:15 - 15/05/2024 11:30","Spain (ES)","27312.00","26221.00"
"15/05/2024 11:30 - 15/05/2024 11:45","Spain (ES)","27120.00","26141.00"
"15/05/2024 11:45 - 15/05/2024 12:00","Spain (ES)","27156.00","26086.00"
"15/05/2024 12:00 - 15/05/2024 12:15","Spain (ES)","27084.00","26002.00"
"15/05/2024 12:15 - 15/05/2024 12:30","Spain (ES)","27044.00","26011.00"
"15/05/2024 12:30 - 15/05/2024 12:45","Spain (ES)","27112.00","26053.00"
"15/05/2024 12:45 - 15/05/2024 13:00","Spain (ES)","27184.00","26104.00"
"15/05/2024 13:00 - 15/05/2024 13:15","Spain (ES)","27172.00","26246.00"
"15/05/2024 13:15 - 15/05/2024 13:30","Spain (ES)","27012.00","26225.00"
"15/05/2024 13:30 - 15/05/2024 13:45","Spain (ES)","27144.00","26131.00"
"15/05/2024 13:45 - 15/05/2024 14:00","Spain (ES)","26828.00","25974.00"
"15/05/2024 14:00 - 15/05/2024 14:15","Spain (ES)","26712.00","25812.00"
"15/05/2024 14:15 - 15/05/2024 14:30","Spain (ES)","26604.00","25587.00"
